134,Data Science,4,Vision,207,17,1158
135,Data Science,4,AWS,186,16,1158
136,Data Science,4,Java,180,15,1158
137,Data Science,4,Testing,171,14,1158
138,Data Science,4,Mathematics,168,14,1158
139,Data Science,4,Azure,156,13,1158
140,Data Science,4,Deployment,153,13,1158
141,Data Science,5,Mathematics,52,56,92
142,Data Science,5,Hadoop,52,56,92
143,Data Science,5,Azure,52,56,92
144,Data Science,5,ETL,46,50,92
145,Data Science,5,Artificial Intellgence,44,47,92
146,Data Science,5,NoSQL,34,36,92
147,Data Science,5,SAS,30,32,92
148,Data Science,5,Tableau,28,30,92
149,Data Science,5,Power BI,26,28,92
150,Data Science,5,Kafka,26,28,92
151,Front end,1,Java,3230,77,4156
152,Front end,1,Javascript,3076,74,4156
153,Front end,1,Machine Learning,3002,72,4156
154,Front end,1,React,3000,72,4156
155,Front end,1,CSS,2912,70,4156
156,Front end,1,HTML,2874,69,4156
157,Front end,1,JQuery,1580,38,4156
158,Front end,1,API,1404,33,4156
159,Front end,1,Git,1278,30,4156
160,Front end,1,S3,1222,29,4156
161,Front end,2,Javascript,8596,81,10563
162,Front end,2,HTML,8552,80,10563
163,Front end,2,CSS,8492,80,10563
164,Front end,2,React,8076,76,10563
165,Front end,2,Angular,7064,66,10563
166,Front end,2,php,6768,64,10563
167,Front end,2,JQuery,6580,62,10563
168,Front end,2,Json,6108,57,10563
169,Front end,2,Jenkins,5936,56,10563
170,Front end,2,Devops,5872,55,10563
171,Front end,3,Javascript,1548,71,2162
172,Front end,3,HTML,1548,71,2162
173,Front end,3,CSS,1528,70,2162
174,Front end,3,React,1488,68,2162
175,Front end,3,Angular,1272,58,2162
176,Front end,3,Jenkins,1220,56,2162
177,Front end,3,Deployment,1068,49,2162
178,Front end,3,Rest API,1028,47,2162
179,Front end,3,Terraform,992,45,2162
180,Front end,3,AWS,992,45,2162
181,Front end,4,Javascript,162,28,560
182,Front end,4,Spring,162,28,560
183,Front end,4,Jenkins,162,28,560
184,Front end,4,React,156,27,560
185,Front end,4,Angular,135,24,560
186,Front end,4,SQL,132,23,560
187,Front end,4,Microservices,105,18,560
188,Front end,4,Rest API,96,17,560
189,Front end,4,Azure,93,16,560
190,Front end,4,AWS,84,15,560
191,Front end,5,SQL,24,66,36
192,Front end,5,Angular,20,55,36
193,Front end,5,Design Patterns,16,44,36
194,Front end,5,ETL,16,44,36
195,Front end,5,S3,16,44,36
196,Front end,5,Pipelines,16,44,36
197,Front end,5,SAS,16,44,36
198,Front end,5,Devops,16,44,36
199,Front end,5,React,16,44,36
200,Front end,5,Tally,12,33,36
201,Machine Learning,1,Machine Learning,2522,77,3240
202,Machine Learning,1,Excel,1998,61,3240
203,Machine Learning,1,Analytics,1370,42,3240
204,Machine Learning,1,Python,1296,40,3240
205,Machine Learning,1,Statistics,1242,38,3240
206,Machine Learning,1,SQL,1204,37,3240
207,Machine Learning,1,Deep Learning,1190,36,3240
208,Machine Learning,1,Data Science,1040,32,3240
209,Machine Learning,1,Testing,964,29,3240
210,Machine Learning,1,Git,886,27,3240
211,Machine Learning,2,Model Building,7468,93,8005
212,Machine Learning,2,Analytics,6068,75,8005
213,Machine Learning,2,Python,4852,60,8005
214,Machine Learning,2,Excel,4572,57,8005
215,Machine Learning,2,SQL,4328,54,8005
216,Machine Learning,2,Statistics,4328,54,8005
217,Machine Learning,2,Machine Learning,4064,50,8005
218,Machine Learning,2,AWS,3484,43,8005
219,Machine Learning,2,Deep Learning,3052,38,8005
220,Machine Learning,2,Scala,2896,36,8005
221,Machine Learning,3,Model Building,1620,48,3368
222,Machine Learning,3,AWS,1604,47,3368
223,Machine Learning,3,Python,1562,46,3368
224,Machine Learning,3,Deep Learning,1434,42,3368
225,Machine Learning,3,SQL,1358,40,3368
226,Machine Learning,3,Classification,1292,38,3368
227,Machine Learning,3,Spark,992,29,3368
228,Machine Learning,3,Hive,884,26,3368
229,Machine Learning,3,Azure,846,25,3368
230,Machine Learning,3,Scala,752,22,3368
231,Machine Learning,4,Model Building,656,56,1158
232,Machine Learning,4,Pipelines,648,55,1158
233,Machine Learning,4,Python,636,54,1158
